Comfort_Description,"How safe, meaningful and comfortable a place feels. Lowers stress and increases wellbeing and mental structure.\n\nAdd furniture, improvements and decorations to increase it.",その場所がいかに安全で、有意義で、心地よく感じられるか。 ストレスを軽減し、幸福度と精神構造を高める。\n\n家具や設備、装飾を追加すると高まる。
RainValue_Description,How strong the rain is.,How strong the rain is.
Appetite_Statuses[4].GameName,Huge,Huge
ExcrementHuman_CardName,Human Excrement,Human Excrement
tag_HumanFood_InGameName,Human Food,Human Food
Humidity_Statuses[2].GameName,Humid,Humid
tag_EnvHumid_InGameName,Humid Environment,Humid Environment
Humidity_GameName,Humidity,Humidity
BoarEnclosureFemale_SpoilageTime.CardStatName,Hunger,Hunger
BoarEnclosureMale_SpoilageTime.CardStatName,Hunger,Hunger
BoarEnclosurePiglet_SpoilageTime.CardStatName,Hunger,Hunger
BoarTiedFemale_SpoilageTime.CardStatName,Hunger,Hunger
BoarTiedMale_SpoilageTime.CardStatName,Hunger,Hunger
PartridgeChickFree_SpoilageTime.CardStatName,Hunger,Hunger
PartridgeFemaleFree_SpoilageTime.CardStatName,Hunger,Hunger
PartridgeFemaleTied_SpoilageTime.CardStatName,Hunger,Hunger
PartridgeMaleFree_SpoilageTime.CardStatName,Hunger,Hunger
PartridgeMaleTied_SpoilageTime.CardStatName,Hunger,Hunger
Satiation_Statuses[5].GameName,Hungry,空腹 (5)
Combat_EventBadger_1_Explore_F_DismantleActions[1].ActionName,Hunt It!,Hunt It!
Combat_EventFox_1_Explore_DismantleActions[1].ActionName,Hunt It!,Hunt It!
BasicHunting_Obj2_HuntABadgerOrTheFox_ObjectiveDescription,Hunt a Badger or Fox,Hunt a Badger or Fox
BasicHunting_Obj2_HuntBadgerOrFox_ObjectiveDescription,Hunt a Badger or Fox,Hunt a Badger or Fox
BasicHunting_Sub2_HuntAbadgerOrTheFox_QuestTitle,Hunt a Badger or a Fox,Hunt a Badger or a Fox
BasicHunting_Sub2_HuntAbadgerOrTheFox_QuestTitle*,Hunt a Badger or a Fox,Hunt a Badger or a Fox
IntermediateHunting_Obj2_HuntADeerOrBoar_ObjectiveDescription,Hunt a Deer or Boar,Hunt a Deer or Boar
IntermediateHunting_Obj4_HuntADeerOrBoar_ObjectiveDescription,Hunt a Deer or Boar,Hunt a Deer or Boar
IntermediateHunting_Sub2_HuntADeerOrBoar_QuestTitle,Hunt a Deer or Boar,Hunt a Deer or Boar
IntermediateHunting_Sub4_HuntADeerOrBoar_QuestTitle,Hunt a Deer or Boar,Hunt a Deer or Boar
Combat_EventDoe_1_Explore_F_DismantleActions[1].ActionName,Hunt it,Hunt it
Combat_EventStag_1_Explore_DismantleActions[1].ActionName,Hunt it,Hunt it
Combat_EventPartridge_1_DismantleActions[1].ActionName,Hunt it!,Hunt it!
Combat_EventSquirrel_1_DismantleActions[1].ActionName,Hunt it!,Hunt it!
ChasingAid_GameName,Hunters Blessing,Hunters Blessing
Tab_Hunting_TabName,Hunting,Hunting
Burns_Statuses[3].Description,Hurts so much!,Hurts so much!
Wounds_Statuses[3].Description,Hurts so much!,Hurts so much!
Bruising_Statuses[1].Description,Hurts...,Hurts...
Hydration_Statuses[0].GameName,Hydrated,Hydrated
SkinHumidity_Statuses[0].GameName,Hydrated Skin,Hydrated Skin
AppleweedPlantedMature_FuelCapacity.CardStatName,Hydration,水分
BillberriesPlantedMature_FuelCapacity.CardStatName,Hydration,水分
Brushwood_rename_FuelCapacity.CardStatName,Hydration,水分
ClearingOak_GreenGlade_FuelCapacity.CardStatName,Hydration,水分
ClearingPine_FlowerGlade_FuelCapacity.CardStatName,Hydration,水分
CloverFieldGrowing_FuelCapacity.CardStatName,Hydration,水分
CloverFieldMature_FuelCapacity.CardStatName,Hydration,水分
CloverPatch_FuelCapacity.CardStatName,Hydration,水分
DoughStarterYeast_FuelCapacity.CardStatName,Hydration,水分
DoughStarter_FuelCapacity.CardStatName,Hydration,水分
FairyweedPlantedMature_FuelCapacity.CardStatName,Hydration,水分
FallowFieldInvisible_FuelCapacity.CardStatName,Hydration,水分
FallowField_FuelCapacity.CardStatName,Hydration,水分
FirerootPlantedMature_FuelCapacity.CardStatName,Hydration,水分
ForestCapsPlantedMature_FuelCapacity.CardStatName,Hydration,水分
FrostleafPlantedMature_FuelCapacity.CardStatName,Hydration,水分
GardenPlot_FuelCapacity.CardStatName,Hydration,水分
GrovePine_RockyGrove_FuelCapacity.CardStatName,Hydration,水分
GrovePine_SlopedGrove_FuelCapacity.CardStatName,Hydration,水分
InvisibleLocationEnricher_FuelCapacity.CardStatName,Hydration,水分
MaltedRyeCrushed_FuelCapacity.CardStatName,Hydration,水分
MaltedRyeExtracted_FuelCapacity.CardStatName,Hydration,水分
MaltingRyeClayVase_FuelCapacity.CardStatName,Hydration,水分
MeadowgrassFieldGrowing_FuelCapacity.CardStatName,Hydration,水分
MeadowgrassFieldMature_FuelCapacity.CardStatName,Hydration,水分
MushroomBed_FuelCapacity.CardStatName,Hydration,水分
NettlePatchWild_FuelCapacity.CardStatName,Hydration,水分
NettleStemsPlantedMature_FuelCapacity.CardStatName,Hydration,水分
PeaFieldGrowing_FuelCapacity.CardStatName,Hydration,水分
PeaFieldMature_FuelCapacity.CardStatName,Hydration,水分
PeasPlantedMature_FuelCapacity.CardStatName,Hydration,水分
ReedPatch_FuelCapacity.CardStatName,Hydration,水分
RiverFishermanWest_FuelCapacity.CardStatName,Hydration,水分
RyeFieldGrowing_FuelCapacity.CardStatName,Hydration,水分
RyeFieldMature_FuelCapacity.CardStatName,Hydration,水分
RyePlantedMature_FuelCapacity.CardStatName,Hydration,水分
SpiritMushroomsPlantedMature_FuelCapacity.CardStatName,Hydration,水分
SpiritShrine_Earth_SacredOak_FuelCapacity.CardStatName,Hydration,水分
SpiritShrine_Water_SacredSpring_FuelCapacity.CardStatName,Hydration,水分
SpringBerriesPlantedMature_FuelCapacity.CardStatName,Hydration,水分
TilledField_FuelCapacity.CardStatName,Hydration,水分
TurnrootFieldGrowing_FuelCapacity.CardStatName,Hydration,水分
TurnrootFieldMature_FuelCapacity.CardStatName,Hydration,水分
TurnrootPlantedMature_FuelCapacity.CardStatName,Hydration,水分
WildGarlicPlantedMature_FuelCapacity.CardStatName,Hydration,水分
Hydration_GameName,Hydration ,Hydration 
DMG_Hydrodynamic_Name,Hydrodynamic,Hydrodynamic
BodyTemperature_Statuses[1].GameName,Hyperthermia,高体温症 (1)
Mania_Statuses[0].GameName,Hypomanic,Hypomanic
VICTORY,I SURVIVED!,I SURVIVED!
Quiver_CardDescription,I can carry my arrows here. <b>CAN BE EQUIPPED ON EQUIPMENT SLOTS</b>,I can carry my arrows here. <b>CAN BE EQUIPPED ON EQUIPMENT SLOTS</b>
Bp_DryingRack_CardDescription,I can hang vegetables and meat to dry here.,I can hang vegetables and meat to dry here.
DryingRack_CardDescription,I can hang vegetables and meat to dry here.,I can hang vegetables and meat to dry here.
Sack_CardDescription,I can store things inside.,I can store things inside.
LeatherSatchel_CardDescription,I can store things inside.\n\n <b>CAN BE EQUIPPED ON EQUIPMENT SLOTS</b>,I can store things inside.\n\n <b>CAN BE EQUIPPED ON EQUIPMENT SLOTS</b>
BackpackBasket_CardDescription,I can store things inside. <b>CAN BE EQUIPPED ON EQUIPMENT SLOTS</b>\n\n,I can store things inside. <b>CAN BE EQUIPPED ON EQUIPMENT SLOTS</b>\n\n
IMPOSSIBLE_ACTION,I can't do this now...,I can't do this now...
ACTION_HAPPENING,I can't do two things at once...,I can't do two things at once...
Myopia_Statuses[1].Description,I can't see much...,I can't see much...
BedLog_DismantleActions[0].StatInterruptions[7].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
BedLog_DismantleActions[0].StatInterruptions[8].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
BedLog_DismantleActions[1].StatInterruptions[7].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
BedRoll_DismantleActions[0].StatInterruptions[7].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
BedRoll_DismantleActions[1].StatInterruptions[7].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
ImprovisedBed_DismantleActions[0].StatInterruptions[7].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
ImprovisedBed_DismantleActions[0].StatInterruptions[8].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
ImprovisedBed_DismantleActions[1].StatInterruptions[7].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
TimeSkipOptions_Actions[4].StatInterruptions[7].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
TimeSkipOptions_Actions[5].StatInterruptions[7].Notification,I can't sleep in the middle of a storm!,嵐の中では眠れない！
Filth_Statuses[3].Description,I could use a bath,I could use a bath
BLUEPRINT_RESEARCHED_DESC,I discovered a new Blueprint!,I discovered a new Blueprint!
AlteredMindstate_NotEnoughText,I don't have the right perspective.\n(ALTER YOUR MIND STATE),I don't have the right perspective.\n(ALTER YOUR MIND STATE)
BloodPressure_Statuses[1].Description,I feel dizzy...,I feel dizzy...
Nausea_Statuses[1].Description,I feel like throwing up.,I feel like throwing up.
Mania_Statuses[0].Description,I feel so full of energy!,I feel so full of energy!
Mania_Statuses[1].Description,I feel so full of energy!,I feel so full of energy!
AlcoholEffect_Statuses[1].StatusLog.LogText,I got drunk.,I got drunk.
SuccessChanceLabels_ModifiedSuccessLabels[3].LabelText,"I got this, no problem!","I got this, no problem!"
AlcoholEffect_Statuses[2].StatusLog.LogText,I got very drunk.,I got very drunk.
Headache_Statuses[0].Description,I have a bit of a headache,I have a bit of a headache
Diarrhoea_Statuses[1].Description,I have diarrhoea!,I have diarrhoea!
Courage_NotEnoughText,I haven't mustered enough courage yet...,I haven't mustered enough courage yet...
OnNotAxeAdv_NotEnoughText,I need a stronger axe for this,I need a stronger axe for this
BedLog_DismantleActions[0].StatInterruptions[9].Notification,I need to Pee!,I need to Pee!
ImprovisedBed_DismantleActions[0].StatInterruptions[9].Notification,I need to Pee!,I need to Pee!
BodyTemperature_Statuses[2].Description,I need to cool down...,体を冷やさないと...
Thirst_Statuses[3].Description,I need to drink something,何か飲まなければ
Dmg_RoofDamage_CardDescription,I need to fix it.,I need to fix it.
Wakefulness_Statuses[1].Description,I need to sleep (click on clock or bed to sleep),I need to sleep (click on clock or bed to sleep)
Event_AnxietyAttack_CardDescription,I need to stop. I feel like I'm going crazy.\n\nI need to stop and calm down.,I need to stop. I feel like I'm going crazy.\n\nI need to stop and calm down.
Filth_Statuses[2].Description,I really could use a bath,I really could use a bath
BedLog_DismantleActions[0].StatInterruptions[10].Notification,I really need to Pee!,おしっこしたい！
BedLog_DismantleActions[1].StatInterruptions[8].Notification,I really need to Pee!,おしっこしたい！
BedWooden_DismantleActions[0].StatInterruptions[7].Notification,I really need to Pee!,おしっこしたい！
BedWooden_DismantleActions[1].StatInterruptions[7].Notification,I really need to Pee!,おしっこしたい！
ImprovisedBed_DismantleActions[0].StatInterruptions[10].Notification,I really need to Pee!,おしっこしたい！
ImprovisedBed_DismantleActions[1].StatInterruptions[8].Notification,I really need to Pee!,おしっこしたい！
ImprovisedShelter_DismantleActions[0].StatInterruptions[7].Notification,I really need to Pee!,おしっこしたい！
ImprovisedShelter_DismantleActions[1].StatInterruptions[7].Notification,I really need to Pee!,おしっこしたい！
TimeSkipOptions_Actions[4].StatInterruptions[8].Notification,I really need to Pee!,おしっこしたい！
TimeSkipOptions_Actions[5].StatInterruptions[8].Notification,I really need to Pee!,おしっこしたい！
BedLog_DismantleActions[0].StatInterruptions[11].Notification,I really need to Poop!,うんちしたい！
BedLog_DismantleActions[1].StatInterruptions[9].Notification,I really need to Poop!,うんちしたい！
BedWooden_DismantleActions[0].StatInterruptions[8].Notification,I really need to Poop!,うんちしたい！
BedWooden_DismantleActions[1].StatInterruptions[8].Notification,I really need to Poop!,うんちしたい！
ImprovisedBed_DismantleActions[0].StatInterruptions[11].Notification,I really need to Poop!,うんちしたい！
ImprovisedBed_DismantleActions[1].StatInterruptions[9].Notification,I really need to Poop!,うんちしたい！
ImprovisedShelter_DismantleActions[0].StatInterruptions[8].Notification,I really need to Poop!,うんちしたい！
ImprovisedShelter_DismantleActions[1].StatInterruptions[8].Notification,I really need to Poop!,うんちしたい！
TimeSkipOptions_Actions[4].StatInterruptions[9].Notification,I really need to Poop!,うんちしたい！
TimeSkipOptions_Actions[5].StatInterruptions[9].Notification,I really need to Poop!,うんちしたい！
Thirst_Statuses[4].Description,I really need to drink something,本当に何か飲まなければ
HearthAwakenedExtinguished_CardDescription,I should be able to light it with some lit tinder.,I should be able to light it with some lit tinder.
HearthExtinguished_CardDescription,I should be able to light it with some lit tinder.,I should be able to light it with some lit tinder.
SpiritShrine_Fire_RitualPyreExtinguished_CardDescription,I should be able to light it with some lit tinder.,I should be able to light it with some lit tinder.
TrappingPitTriggered_CardDescription,I should place bait on it and check it for prey later.,I should place bait on it and check it for prey later.
TrappingPit_CardDescription,I should place bait on it and check it for prey later.  (changing bait resets trap),I should place bait on it and check it for prey later.  (changing bait resets trap)
Caves_UndergroundSpring_CardDescription,I should wait for it to refill.,I should wait for it to refill.
Well_CardDescription,I should wait for it to refill.,I should wait for it to refill.
W_ArmFractureL_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
W_ArmFractureR_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
W_ArmSprainedL_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
W_ArmSprainedR_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
W_LegFractureL_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
W_LegFractureR_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
W_LegSprainedL_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
W_LegSprainedR_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
W_RibFracture_Progress.OnFull.ActionDescription,I think I had the tourniquet for too long.,止血帯を巻く時間が長すぎたようだ。
Fever_Statuses[1].Description,I think I have a fever,I think I have a fever
AlcoholEffect_Statuses[1].Description,I think I'm drunk.,I think I'm drunk.
Event_AnxietyAttack_DismantleActions[0].StatInterruptions[4].Notification,I think I'm dying of starvationl...,I think I'm dying of starvationl...
BloodPressure_Statuses[2].Description,I think I'm going to faint...,I think I'm going to faint...
Thirst_Statuses[2].Description,I want to drink something,何か飲みたい
MouseCooked_CardDescription,I wish it had a bit more meat.,I wish it had a bit more meat.
SquirrelCooked_CardDescription,I wish it had a bit more meat.,I wish it had a bit more meat.
Hydration_Statuses[4].Description,I won't make it for much longer,I won't make it for much longer
SaturationBird_Statuses[0].GameName,I'm a bit tired of eating Birds...,I'm a bit tired of eating Birds...
SaturationEggs_Statuses[0].GameName,I'm a bit tired of eating Eggs...,I'm a bit tired of eating Eggs...
SaturationFish_Statuses[0].GameName,I'm a bit tired of eating Fish...,I'm a bit tired of eating Fish...
SaturationFruits_Statuses[0].GameName,I'm a bit tired of eating Fruits...,I'm a bit tired of eating Fruits...
SaturationGrains_Statuses[0].GameName,I'm a bit tired of eating Grains...,I'm a bit tired of eating Grains...
SaturationMeat_Statuses[0].GameName,I'm a bit tired of eating Meat...,I'm a bit tired of eating Meat...
SaturationMushrooms_Statuses[0].GameName,I'm a bit tired of eating Mushrooms...,I'm a bit tired of eating Mushrooms...
SaturationNuts_Statuses[0].GameName,I'm a bit tired of eating Nuts...,I'm a bit tired of eating Nuts...
SaturationStew_Statuses[0].GameName,I'm a bit tired of eating Stew...,I'm a bit tired of eating Stew...
SaturationVegetables_Statuses[0].GameName,I'm a bit tired of eating Vegetables...,I'm a bit tired of eating Vegetables...
SaturationSugar_Statuses[0].GameName,I'm a bit tired of eating sweet things...,I'm a bit tired of eating sweet things...
SaturationDairy_Statuses[0].GameName,I'm a bit tired of having dairy products...,I'm a bit tired of having dairy products...
Morale_Statuses[2].Description,I'm content with life,I'm content with life
BugBites_Statuses[1].Description,I'm covered in bug bites. They're eating me alive.,I'm covered in bug bites. They're eating me alive.
Filth_Statuses[0].Description,I'm covered in filth...,I'm covered in filth...
Filth_Statuses[1].Description,I'm covered in filth...,I'm covered in filth...
Event_AnxietyAttack_DismantleActions[0].StatInterruptions[0].Notification,I'm dying of thirst...,I'm dying of thirst...
Stamina_Statuses[0].Description,"I'm exhausted, I should stop to rest.",疲れ果ててしまった、休まないと。
Loneliness_Statuses[0].Description,I'm feeling a bit lonely...,I'm feeling a bit lonely...
Morale_Statuses[3].Description,I'm feeling a bit sad,I'm feeling a bit sad
Morale_DefaultStatusDescription,I'm feeling fine.,I'm feeling fine.
Loneliness_Statuses[1].Description,I'm feeling lonely...,I'm feeling lonely...
Loneliness_Statuses[2].Description,I'm feeling so lonely...,I'm feeling so lonely...
Wakefulness_Statuses[0].Description,I'm getting sleepy (click on clock or bed to sleep),I'm getting sleepy (click on clock or bed to sleep)
BodyTemperature_Statuses[1].Description,I'm going to die if I don't cool down...,冷やさないとと死んでしまう...
Nausea_Statuses[2].Description,I'm going to throw up!,I'm going to throw up!
Pain_Statuses[1].Description,I'm in pain.,I'm in pain.
Pain_Statuses[2].Description,I'm in serious pain.,I'm in serious pain.
BedLog_DismantleActions[0].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
BedLog_DismantleActions[1].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
BedRoll_DismantleActions[0].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
BedRoll_DismantleActions[1].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
BedWooden_DismantleActions[0].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
BedWooden_DismantleActions[1].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
Event_AnxietyAttack_DismantleActions[0].StatInterruptions[3].Notification,I'm losing too much blood...,大量の血を失っている...
ImprovisedBed_DismantleActions[0].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
ImprovisedBed_DismantleActions[1].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
ImprovisedShelter_DismantleActions[0].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
ImprovisedShelter_DismantleActions[1].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
TimeSkipOptions_Actions[4].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
TimeSkipOptions_Actions[5].StatInterruptions[4].Notification,I'm losing too much blood...,大量の血を失っている...
Nausea_Statuses[0].Description,I'm not feeling that well.,I'm not feeling that well.
BedLog_DismantleActions[0].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
BedLog_DismantleActions[0].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
BedLog_DismantleActions[1].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
BedLog_DismantleActions[1].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
BedRoll_DismantleActions[0].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
BedRoll_DismantleActions[0].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
BedRoll_DismantleActions[1].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
BedRoll_DismantleActions[1].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
BedWooden_DismantleActions[0].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
BedWooden_DismantleActions[0].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
BedWooden_DismantleActions[1].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
BedWooden_DismantleActions[1].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
ImprovisedBed_DismantleActions[0].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
ImprovisedBed_DismantleActions[0].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
ImprovisedBed_DismantleActions[1].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
ImprovisedBed_DismantleActions[1].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
ImprovisedShelter_DismantleActions[0].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
ImprovisedShelter_DismantleActions[0].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
ImprovisedShelter_DismantleActions[1].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
ImprovisedShelter_DismantleActions[1].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
TimeSkipOptions_Actions[4].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
TimeSkipOptions_Actions[4].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
TimeSkipOptions_Actions[5].StatInterruptions[5].Notification,I'm not feeling well...,体調が悪い...
TimeSkipOptions_Actions[5].StatInterruptions[6].Notification,I'm not feeling well...,体調が悪い...
Hydration_Statuses[3].Description,I'm seriously dehydrated,I'm seriously dehydrated
Thirst_Statuses[5].Description,I'm seriously dehydrated,脱水症状がひどい
SaturationBird_Statuses[1].GameName,I'm so sick of eating Birds...,I'm so sick of eating Birds...
SaturationEggs_Statuses[1].GameName,I'm so sick of eating Eggs...,I'm so sick of eating Eggs...
SaturationFish_Statuses[1].GameName,I'm so sick of eating Fish...,I'm so sick of eating Fish...
SaturationFruits_Statuses[1].GameName,I'm so sick of eating Fruits...,I'm so sick of eating Fruits...
SaturationGrains_Statuses[1].GameName,I'm so sick of eating Grains,I'm so sick of eating Grains
SaturationMeat_Statuses[1].GameName,I'm so sick of eating Meat...,I'm so sick of eating Meat...
SaturationMushrooms_Statuses[1].GameName,I'm so sick of eating Mushrooms...,I'm so sick of eating Mushrooms...
SaturationNuts_Statuses[1].GameName,I'm so sick of eating Nuts,I'm so sick of eating Nuts
SaturationStew_Statuses[1].GameName,I'm so sick of eating Stew...,I'm so sick of eating Stew...
SaturationVegetables_Statuses[1].GameName,I'm so sick of eating Vegetables...,I'm so sick of eating Vegetables...
SaturationSugar_Statuses[1].GameName,I'm so sick of eating sweet things...,I'm so sick of eating sweet things...
SaturationDairy_Statuses[1].GameName,I'm so sick of having dairy products...,I'm so sick of having dairy products...
BedImprovised_DismantleActions[0].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
BedImprovised_DismantleActions[1].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
BedLog_DismantleActions[0].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
BedLog_DismantleActions[1].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
BedRoll_DismantleActions[0].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
BedRoll_DismantleActions[1].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
BedWooden_DismantleActions[0].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
BedWooden_DismantleActions[1].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
ImprovisedShelter_DismantleActions[0].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
ImprovisedShelter_DismantleActions[1].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
TimeSkipOptions_Actions[4].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
TimeSkipOptions_Actions[5].StatInterruptions[3].Notification,I'm too cold to sleep...,寒くて眠れない...
Event_AnxietyAttack_DismantleActions[0].StatInterruptions[2].Notification,I'm too cold...,寒すぎる...
BedLog_DismantleActions[0].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
BedLog_DismantleActions[1].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
BedRoll_DismantleActions[0].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
BedRoll_DismantleActions[1].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
BedWooden_DismantleActions[0].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
BedWooden_DismantleActions[1].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
ImprovisedBed_DismantleActions[0].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
ImprovisedBed_DismantleActions[1].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
ImprovisedShelter_DismantleActions[0].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
ImprovisedShelter_DismantleActions[1].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
TimeSkipOptions_Actions[4].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
TimeSkipOptions_Actions[5].StatInterruptions[2].Notification,I'm too hot to sleep...,暑くて眠れない...
Event_AnxietyAttack_DismantleActions[0].StatInterruptions[1].Notification,I'm too hot...,熱すぎる...
BedLog_DismantleActions[0].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
BedLog_DismantleActions[1].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
BedRoll_DismantleActions[0].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
BedRoll_DismantleActions[1].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
BedWooden_DismantleActions[0].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
BedWooden_DismantleActions[1].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
ImprovisedBed_DismantleActions[0].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
ImprovisedBed_DismantleActions[1].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
ImprovisedShelter_DismantleActions[0].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
ImprovisedShelter_DismantleActions[1].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
TimeSkipOptions_Actions[4].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
TimeSkipOptions_Actions[5].StatInterruptions[1].Notification,I'm too thirsty to sleep...,喉が渇いて眠れない...
Energy_NotEnoughText,I'm too tired for this action...,I'm too tired for this action...
Stamina_NotEnoughText,I'm too tired for this action...,I'm too tired for this action...
Morale_Statuses[0].Description,I'm very happy with life,I'm very happy with life
Morale_Statuses[1].Description,I'm very happy with life,I'm very happy with life
AlcoholEffect_Statuses[2].Description,I'm... hic*... really... hic*... druuunk...,I'm... hic*... really... hic*... druuunk...
IMPORTING_PORTRAIT,IMPORTING CUSTOM PORTRAIT...,IMPORTING CUSTOM PORTRAIT...
INTERFACE,INTERFACE,インターフェース
IceHole_CardName,Ice Hole,Ice Hole
IceHole_SpoilageTime.OnZero.ActionDescription,Ice Hole has closed,Ice Hole has closed
Twigs_CardDescription,Ideal as fuel and useful for some crafts.,燃料として最適で、クラフトにも有用。
Clay_CardDescription,Ideal for crafting pots and improving waterproofing in construction.,鉢の工作や建築の防水性向上に最適。
MudBrick_CardDescription,Ideal for simple construction.,Ideal for simple construction.
StoneHeavy_CardDescription,"Ideal for traps, can also be used to sharpen other stones on or fired in a kiln to make quicklime.",罠に最適で、他の石を研いだり、窯で焼いて生石灰を作るのにも使える。
